Author	submission_status_viewed	user_enrolment_deleted	group_created	course_module_deleted	entry_created	assessable_uploaded	discussion_moved	user_graded	course_updated	course_section_updated	submission_viewed	role_unassigned	subscription_created	user_profile_viewed	user_deleted	course_module_instance_list_viewed	phase_switched	message_contact_unblocked	user_loggedin	tag_flagged	course_module_updated	message_contact_added	submission_created	grade_deleted	message_viewed	grading_table_viewed	course_module_viewed	discussion_created	tag_added	course_viewed	user_enrolment_created	user_report_viewed	blog_entries_viewed	subscription_deleted	blog_entry_updated	submission_reassessed	course_searched	email_failed	blog_comment_created	report_viewed	user_password_updated	discussion_viewed	tag_deleted	calendar_event_created	assessable_submitted	message_sent	submission_updated	discussion_deleted	user_created	discussion_subscription_deleted	user_loggedout	assessment_reevaluated	post_updated	group_member_added	user_loggedinas	grade_report_viewed	group_member_removed	user_login_failed	response_submitted	calendar_event_updated	discussion_subscription_created	tag_created	calendar_event_deleted	blog_association_created	post_deleted	group_updated	post_created	blog_entry_created	message_contact_removed	notes_viewed	role_assigned	course_created	course_module_created	assessment_evaluated	submission_assessed	folder_updated	role_capabilities_updated	tag_removed	submission_confirmation_form_viewed	blog_entry_deleted	user_list_viewed	activity_report_viewed	message_contact_blocked	blog_comment_deleted	langpack_updated	submission_form_viewed	user_updated	ActionCount	Time
220	0	0	0	0	0	11	0	0	0	0	61	0	0	11	0	0	0	0	79	0	0	0	8	0	1	0	150	1	0	171	1	1	71	0	5	0	0	0	0	0	0	20	0	0	0	13	8	0	0	0	8	0	1	0	0	3	0	4	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	634	9265
221	1	0	0	0	0	19	0	0	0	0	70	0	0	3	0	0	0	0	80	0	0	0	16	0	1	0	199	3	0	236	1	0	46	0	2	0	0	0	0	0	1	19	0	0	0	33	18	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	3	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	768	12844
222	0	0	0	0	0	12	0	0	0	0	46	0	0	12	0	0	0	0	74	0	0	0	11	0	2	0	141	1	0	171	1	0	50	0	1	0	0	0	0	0	0	18	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	13	0	0	0	0	0	3	593	10195
223	0	0	0	0	0	28	0	0	0	0	64	0	0	9	0	0	0	0	84	0	0	0	16	0	25	0	165	8	0	199	1	0	45	0	1	0	0	0	0	0	1	64	0	0	0	55	17	0	0	0	3	0	0	0	0	17	0	5	0	0	9	0	0	2	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	829	14655
224	0	0	0	0	0	15	0	0	0	0	86	0	0	10	0	0	0	0	100	0	0	0	10	0	2	0	208	2	0	260	1	0	50	0	1	0	0	0	1	0	1	13	0	0	0	12	13	0	0	0	1	0	0	0	0	3	0	7	0	0	2	0	0	0	0	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	806	12393
225	0	0	0	0	0	19	0	0	0	0	57	0	0	12	0	0	0	0	60	0	0	0	10	0	1	0	161	6	0	191	1	0	62	0	2	0	0	0	0	0	1	21	0	0	0	2	13	0	0	0	0	0	1	0	0	1	0	12	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	4	643	11790
226	0	0	0	0	0	12	0	0	0	0	36	0	0	3	0	0	0	0	62	0	0	0	9	0	1	0	118	0	0	201	1	0	139	0	6	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	6	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	633	12433
227	0	0	0	0	0	14	0	0	0	0	68	0	0	14	0	0	0	0	91	0	0	0	12	0	2	0	226	1	0	230	1	2	56	0	4	0	0	0	0	0	1	15	0	0	0	1	15	0	0	0	1	0	0	0	0	5	0	14	0	0	1	0	0	3	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	786	13442
228	2	0	0	0	0	32	0	0	0	0	182	0	0	23	0	0	0	0	287	0	0	0	12	0	35	0	447	6	0	741	1	1	147	0	1	0	0	0	0	0	1	100	0	0	0	132	15	0	0	0	17	0	0	0	0	5	0	18	0	0	8	0	0	0	0	0	13	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	2233	32083
231	1	0	0	0	0	24	0	0	0	0	76	0	0	1	0	0	0	0	57	0	0	0	7	0	3	0	183	4	0	141	1	2	38	0	1	0	0	0	0	0	1	52	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	2	0	0	10	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	633	12484
232	0	0	0	0	0	27	0	0	0	0	70	0	0	9	0	0	0	0	75	0	0	0	15	0	7	0	233	4	0	127	1	4	142	0	7	1	0	0	0	0	0	43	0	0	0	4	19	0	0	1	10	0	4	0	0	4	0	19	0	0	5	0	0	9	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	849	18908
233	1	0	0	0	0	33	0	0	0	0	38	0	0	9	0	0	0	0	117	0	0	0	10	0	15	0	408	8	0	534	1	1	254	0	2	0	1	0	0	0	0	172	0	0	0	71	10	0	0	0	1	0	4	0	0	31	0	10	0	0	5	0	0	3	0	0	11	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1755	39105
234	5	0	0	0	0	24	0	0	0	0	182	0	0	14	0	0	0	0	107	0	0	0	11	0	9	0	382	2	10	379	1	1	207	0	11	2	0	0	0	0	1	105	2	0	0	5	16	0	0	0	3	0	2	0	0	1	0	6	0	0	3	2	0	12	0	0	4	4	0	0	1	0	0	0	2	0	0	4	0	3	3	0	0	0	0	1	1	1528	31774
235	4	0	0	0	0	20	0	0	0	0	159	0	0	13	0	0	0	0	105	0	0	0	12	0	2	0	267	3	0	253	1	3	323	0	10	1	0	0	2	0	1	61	0	0	0	1	14	1	0	0	1	0	0	0	0	36	0	14	0	0	1	0	0	0	0	0	5	1	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	1321	21029
236	4	0	0	0	0	33	0	0	0	0	145	0	0	48	0	0	0	0	108	0	0	0	11	0	12	0	426	2	0	315	1	4	244	0	10	1	0	0	1	0	1	98	0	0	2	67	22	0	0	1	4	0	1	0	0	26	0	11	0	0	7	0	0	8	0	0	9	2	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	2	6	1638	27374
237	1	0	0	0	0	63	0	0	0	0	69	0	0	71	0	0	0	0	154	0	3	0	11	0	55	0	673	5	4	544	1	3	199	0	2	57	0	0	2	2	1	260	1	0	0	121	12	0	0	1	0	19	0	0	0	17	0	6	0	0	29	2	0	2	0	0	46	2	0	0	1	0	0	1	14	0	0	1	0	1	12	0	0	0	0	0	1	2469	59781
238	0	0	0	0	0	23	0	0	0	0	61	0	0	15	0	0	0	0	71	0	0	0	9	0	6	0	205	6	0	288	1	0	218	0	4	0	0	0	3	0	1	36	0	0	0	4	13	1	0	0	1	0	0	0	0	2	0	5	0	0	4	0	0	3	0	0	5	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	993	17868
239	1	0	0	0	0	25	0	0	0	0	146	0	0	22	0	0	0	0	100	0	0	0	11	0	17	0	309	4	0	192	1	2	141	0	2	1	0	0	0	0	3	45	0	0	0	52	14	0	0	0	6	0	0	0	0	11	0	10	0	0	7	0	0	0	1	0	8	1	0	0	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	2	1143	26792
240	2	0	0	0	0	10	0	0	0	0	41	0	2	33	0	0	2	0	95	0	4	1	11	0	37	2	321	0	6	370	1	4	97	1	9	3	4	0	1	10	1	66	0	0	0	14	11	0	0	3	21	0	0	0	0	7	0	17	0	6	4	1	0	7	0	0	2	3	0	0	1	0	0	0	7	0	0	0	0	2	8	1	0	0	0	1	2	1252	34936
241	2	0	0	0	0	32	0	0	0	0	125	0	1	28	0	0	0	0	112	0	0	0	12	0	310	0	426	5	0	413	1	3	328	1	5	3	2	0	0	0	1	189	0	0	1	89	12	1	0	7	5	0	4	0	0	12	0	1	0	0	12	0	0	4	0	0	13	2	0	0	1	0	0	0	1	0	0	0	0	1	14	0	0	0	0	1	4	2184	75212
242	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	14	0	0	0	0	0	1	0	25	0	0	40	1	0	3	0	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	111	1028
243	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	170
244	0	0	0	0	0	21	0	0	0	0	78	0	0	61	0	0	0	0	106	0	0	0	16	0	4	0	229	3	0	228	1	2	91	0	4	0	0	0	0	0	1	27	0	0	0	5	17	0	0	0	0	0	0	0	0	31	0	1	0	0	2	0	0	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	0	32	0	0	0	0	0	1	968	20836
245	0	0	0	0	0	13	0	0	0	0	37	0	1	19	0	0	0	0	56	0	0	0	10	0	284	0	234	2	0	136	1	2	166	0	1	0	0	0	0	0	1	94	0	0	0	16	11	0	0	0	1	0	1	0	0	7	0	4	0	0	4	0	0	2	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	1	1140	55308
246	0	0	0	0	0	22	0	0	0	0	104	0	0	17	0	0	0	0	107	0	0	0	18	0	13	0	305	3	0	403	1	1	97	0	3	0	0	0	0	0	1	60	0	0	0	42	19	0	0	1	1	0	3	0	0	8	0	4	0	0	5	0	0	4	0	0	7	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	1257	16532
247	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	150
248	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	0	10	0	0	11	1	2	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	41	357
249	6	0	0	0	0	10	0	0	0	0	64	0	1	13	0	0	0	0	160	0	0	0	7	0	9	0	307	1	0	410	1	4	201	1	8	0	3	0	1	0	1	51	0	0	1	14	7	0	0	0	2	0	0	0	0	25	0	9	0	0	2	0	0	10	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	1	59	0	0	0	0	2	2	1398	28960
250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	1068
251	0	0	0	0	0	9	0	0	0	0	57	0	0	2	0	0	0	0	50	0	0	0	10	0	0	0	125	0	0	178	1	0	55	0	1	0	0	0	2	0	1	2	0	0	0	0	10	0	0	0	1	0	0	0	0	7	0	10	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	528	11284
252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	95
253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17
254	0	0	0	0	0	9	0	0	0	0	9	0	0	9	0	0	0	0	41	0	0	0	7	0	3	0	171	2	0	155	1	0	14	0	1	0	0	0	0	0	1	29	0	0	0	2	7	0	0	0	1	0	0	0	0	5	0	4	0	0	2	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	492	6838
256	0	0	0	0	0	17	0	276	0	0	4	0	1	12	0	0	2	0	58	0	0	0	0	0	41	0	219	0	0	171	1	0	37	0	0	0	0	0	1	2	1	87	0	0	0	117	0	0	0	0	3	0	2	0	0	3	0	11	0	0	2	0	0	0	0	0	15	0	0	0	1	0	0	0	0	12	0	0	0	0	7	1	0	0	0	0	0	1104	18445
257	0	0	0	0	0	3	0	0	0	0	6	0	0	1	0	0	0	0	9	0	0	0	7	0	0	0	25	0	0	28	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	92	1152
258	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	10	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	764
259	0	0	0	0	0	8	0	0	0	0	61	0	0	4	0	0	0	0	35	0	0	0	8	0	0	0	153	0	0	60	1	0	50	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	404	6796
260	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	1	0	61	0	0	89	1	0	13	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	202	3415
261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	156
-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	227
